9.0638   1
13.1638   1
8.1052   1
10.3715   1
9.8922   1
3.3427   1
12.2517   1
11.9775   1
9.0925   1
4.1434   1
7.8342   1
11.2417   1
11.6982   1
8.7209   1
12.5895   1
9.3113   1
10.0071   1
6.8560   1
13.6316   1
10.3122   1
5.9379   1
3.7633   1
10.5868   1
10.2666   1
10.7431   1
9.0015   1
10.0117   1
9.5392   1
10.1108   1
12.0705   1
10.7843   1
8.2206   1
8.6086   1
13.1973   1
5.3380   1
10.0753   1
9.9650   1
8.7606   1
7.3981   1
10.2237   1
11.0694   1
13.9683   1
8.9478   1
7.9310   1
10.0035   1
11.4250   1
6.4917   1
11.5657   1
12.1774   1
9.8424   1
14.8935   2
15.9565   2
12.9236   2
14.8349   2
17.4450   2
13.9885   2
11.4564   2
19.6189   2
16.2936   2
18.5815   2
16.8026   2
12.0979   2
20.3789   2
14.9216   2
12.5658   2
12.3515   2
14.7098   2
16.9927   2
16.2160   2
13.0713   2
13.6918   2
18.5357   2
12.7854   2
13.8930   2
20.7452   2
9.8135   2
15.8761   2
12.8670   2
15.6448   2
19.1343   2
16.4613   2
19.0745   2
11.9765   2
18.7812   2
13.7175   2
13.0920   2
20.7984   2
11.9476   2
13.7447   2
15.2841   2
15.8347   2
15.9239   2
17.4721   2
16.2776   2
13.9709   2
13.8177   2
14.0694   2
9.5675   2
14.8294   2
15.6889   2
