49.6423  25.7089
51.3960  27.7597
56.8664  26.9182
50.8992  16.2095
47.2899  22.2133
58.1710  24.5555
54.1261  14.6296
51.1538  21.0088
53.3582  23.8143
47.4596  13.5591
54.2818  15.2352
51.3425  23.8909
53.1249  19.9683
44.7633  22.6224
57.6784  26.8214
52.1721  22.4102
40.4143  16.0647
52.3497  23.7600
56.3718  19.1656
53.1927  15.9189
56.9039  30.4703
56.5992  20.4008
45.4529  15.3135
38.4720  23.1787
58.9437  28.4101
51.9540  22.9682
50.1016  23.9508
47.9701  20.5263
42.3255  19.2071
51.1069  24.3545
43.1276  19.0262
45.8036  20.3774
48.9568  17.3668
53.7796  16.5726
51.8787  18.6581
43.2729  14.0583
57.4094  21.2429
50.1637  20.5123
59.3523  19.7950
43.9550  8.7621
46.0868  17.4461
46.1635  21.2462
49.4640  21.8460
45.1147  20.8960
45.1801  19.8136
38.1041  11.9835
45.8091  21.6969
51.2867  19.3443
49.0808  22.4259
49.1619  22.9938
49.4151  19.5698
50.8424  21.6265
47.4940  18.3243
46.4746  18.3878
52.5408  18.0881
47.8954  15.2331
51.1457  21.1679
45.2025  26.1762
49.2698  17.1073
53.7227  17.4923
45.5475  23.6143
50.6953  20.1975
48.8193  27.7064
49.6227  11.4947
48.2071  14.8313
39.6118  16.1815
49.2823  30.8821
56.9667  22.1581
53.2590  17.7812
48.1143  20.1500
46.6928  18.4216
51.2448  24.8892
48.0824  20.0915
47.3576  24.0898
50.2769  23.5117
56.2688  18.8436
37.4000  19.4316
52.9243  20.6397
44.9597  16.0030
54.7214  18.8069
37.8802  19.5527
48.8808  14.8837
50.2903  24.6877
47.8769  14.3414
48.9854  16.4465
42.4346  14.1525
44.3682  25.3272
45.9250  16.5980
51.8331  11.3711
47.0695  24.0660
57.6870  27.2093
50.7004  23.3614
40.6862  20.6933
47.7290  15.7023
46.7396  16.2387
50.5166  26.1481
48.8968  25.7538
48.6048  16.9599
46.3317  24.0308
49.6773  21.0857
32.7800  23.1327
43.0617  20.8398
33.3825  26.4343
36.6921  15.9055
39.2694  17.1347
41.2404  35.0783
39.6168  24.6401
48.6908  38.1445
48.1099  23.7834
43.1322  25.8664
40.4591  29.6160
35.9620  24.1072
37.6933  22.3915
32.9702  32.1598
38.1274  20.6494
37.6454  29.0377
48.7565  22.4468
43.7661  28.7176
40.3249  29.2395
38.5362  20.8505
40.4141  27.6650
43.8310  30.1642
51.1842  19.7399
41.6344  26.8106
44.3165  24.8161
43.3969  18.8618
42.7738  23.6245
45.0082  24.1978
46.2968  19.5821
40.2208  15.2289
38.4293  20.4526
41.1335  24.9721
44.9835  16.3826
46.0796  31.3154
37.2865  21.9978
44.5611  14.6804
39.1393  25.5546
38.3202  32.4381
42.7074  25.2650
44.6606  25.8099
37.1487  24.8656
32.5070  25.8679
39.7483  29.4108
42.7651  25.9115
40.4175  28.7765
47.8876  27.5402
38.3461  25.6594
43.9758  26.4005
36.0760  20.0858
33.6844  20.2796
43.3333  24.9347
33.0368  26.7717
33.4972  20.5265
36.9749  29.0606
32.5572  25.5477
42.7927  38.6582
38.6132  27.0554
33.5316  18.4657
35.5578  26.9190
35.0674  27.4975
39.6419  22.4461
27.9270  26.1746
36.5283  22.0109
33.0431  25.1039
41.6482  27.0972
42.9927  30.9555
40.7359  28.8561
39.4928  11.7789
26.8251  26.4271
40.1403  29.1305
35.6184  24.9594
38.6726  29.2922
38.3621  28.8739
34.2088  31.5297
42.9003  31.1575
41.1988  29.7928
38.2456  16.7273
44.4605  20.0480
47.8915  28.4262
34.4591  20.1256
39.8703  21.9664
34.4469  28.4340
43.7542  25.1002
42.5008  30.3190
37.4137  18.2948
37.2040  27.3976
36.2331  16.8301
44.6291  17.7867
38.7574  26.4689
39.2508  24.2982
33.7079  19.3483
41.5631  23.5373
53.4514  22.0873
41.4485  20.5183
32.8860  26.2430
41.2339  17.5517
32.8211  26.5675
40.7429  14.8746
31.5346  27.6449
43.5959  26.7174
